id	file	seg	src	tgt	old_tgt
005753	WORLD/AREAD116.EMI	11	{框03}{立绘0000}「体の方は\nもう、いいのか‥？\n---\n何しろ、ずいぶん\n長い間‥‥		{框03}
005754	WORLD/AREAD116.EMI	11	{框03}{立绘0000}「ああ、そうか‥\n---\nここは、ジンガの山の中で‥\nわしは、ババデルって者だ。		{框03}
005755	WORLD/AREAD116.EMI	11	{框03}{立绘0000}「何日か前に、下の川で\n倒れてた お前さんを\n見つけて‥\n---\n小屋へ 運んだんだ‥		{框03}
005757	WORLD/AREAD116.EMI	11	{框03}{立绘0000}「それは、いいが‥\nだいじょうぶか？{延时40}		{框03}
005758	WORLD/AREAD116.EMI	11	{立绘0000}「無理をするな‥\n---\n死んでも おかしくない\nヤケドだったんだ‥		
005759	WORLD/AREAD116.EMI	11	{框05}{立绘0000}「もうしばらく、休め‥\n---\nそれとも、なにか\n急ぐ理由でも あるのか\nお前さ‥{引0900}		{框05}
005760	WORLD/AREAD116.EMI	11	{框04}{立绘4600}「{队员06}‥		{框04}
005761	WORLD/AREAD116.EMI	11	{框04}{立绘C600}「名前だ。		{框04}
005762	WORLD/AREAD116.EMI	11	{框05}{立绘0000}「ほう‥、{队员06}‥？\n---\n初代の 皇帝さまと\n同じ名前だな‥		{框05}
005763	WORLD/AREAD116.EMI	11	{框05}{立绘0000}「もう、いいようだな‥		{框05}
005765	WORLD/AREAD116.EMI	11	{框05}{立绘0000}「{队员06}‥		{框05}
005766	WORLD/AREAD116.EMI	11	{框05}{立绘0000}「ワケが ありそうなんで\n闻かなかったが‥\nお前さんの あのケガ‥\n---\nまた、戦が\n始まるのか‥？		{框05}
005767	WORLD/AREAD116.EMI	11	{框05}{立绘0000}「長い間 戦をしてたんで‥\n---\nなんとなく 気配が\n分かる‥		{框05}
005769	WORLD/AREAD116.EMI	11	{框05}{立绘0000}「あ、ああ‥\nトシをとったのも あるが‥\n---\nなんだか バカバカしく\nなって、やめたがね。		{框05}
005770	WORLD/AREAD116.EMI	11	{框05}{立绘0000}「あの戦も‥\n---\n初代皇帝さまが\nお始めになった ころには\n意味があったのかも 知らんが\n---\n長く續きすぎて‥\nワケが分からなく\nなっていたんだ。		{框05}
005773	WORLD/AREAD116.EMI	11	{立绘0000}「どこへ行くのか 知らんが\n気をつけてな‥		
005775	WORLD/AREAD116.EMI	11	{立绘0000}ババデル\n「‥ここらでは\n見かけない顏だな。\n---\nわしに何か用でも\nあるのか？\n---\n見てのとおりの\nただの世捨て人だが。{码14820C92}ただものではない\n用はないです		
005776	WORLD/AREAD116.EMI	11	{立绘0000}‥なるほど。\nお前たちのその目‥\n---\n何かをなしとげようとする\n人間の目だ。\n---\nこのままここで\n一生を終えるのも\nいいと思っていたが‥\n---\nお前たちなら\nわしの戦いの技を\n---\n少しは良きことに\n役立ててくれる\nかもしれん。\n---\nこの{色04}しんがん{/色}は\n敵を確実にとらえる技だ。\n---\nまずはこれで、\nうでを みがくといい。\n---\n誰が覺えるのだ？		
005777	WORLD/AREAD116.EMI	11	{立绘0000}‥つまるところ\n戦いとは\n---\n迷いのない一太刀を\nいかに放てるかに\nかかっている。\n---\nたった一撃で\n{色02}{占位00}{/色}以上の\nダメージを放てたら\n---\nまた わしのもとに\n来るがいい。		
005778	WORLD/AREAD116.EMI	11	{立绘0000}ふん。\n---\nなぜそんなことを\n言うのかは分からぬが‥\n---\nわしの見たところ\nお前たちの方が\nただものではない。\n---\n‥だがまだ\n世界を知らなさすぎる。\n---\nもっと多くの人間に会い、\nその力と考えを\n学ぶがいい。\n---\n話はそれからだ。		
005779	WORLD/AREAD116.EMI	11	{立绘0000}さらばだ。		
005780	WORLD/AREAD116.EMI	11	{立绘0000}ババデル\n「‥おまえたちか。\n---\n‥そろそろ来るころかと\n思っていたぞ。\n---\nどうだ？\n---\nあれから さらに\n自分を高めることは\nできたか？		
005781	WORLD/AREAD116.EMI	11	{立绘0000}‥なるほど。\n---\nどうやら わしが\n思った以上の人間に\n---\nそだとうと\nしているらしい。\n---\nそろそろこの技を\n教えるときが来たようだ。\n---\n時と場所を\nよく考えて使ってくれ。\n---\nオウギ{色03}{占位01}{/色}を\n教えてもらった！		
005782	WORLD/AREAD116.EMI	11	{立绘0000}戦いの道は底なしだ。\n---\nきわめるごとに\n今まで見えなかったものが\n見えてくる。\n---\n{色02}{占位00}{/色}以上の\n一撃を放てたら\n---\nまた来るがいい。		
005783	WORLD/AREAD116.EMI	11	{立绘0000}‥おどろいたぞ。\n---\nお前にはもう\n何も教えてやることが\nなくなった。\n---\nさらなる高みを\nもとめるなら、\n---\nあとは自分で こたえを\n見つけるがいい。\n---\nお前なら やれるはずだ。		
