id	file	slot	page	hex	src	tgt
sys2_224	SYSTEM/CAMP.EMI	138	0	1718183c12ad5f7612b3776c6772699f230264897f86997173015f7c7ca21280617263916d807695011280617065862302050231323030300612c91268760112c0121f8a1310706d84027c6d134f86955f5f23	{立绘1818}「戦いの道はそこなしだ。\n---\nきわめるごとに\nいままで見えなかったものが\n見えてくる。\n---\n{色02}12000{/色}以上の\n一撃を放てたら\n---\nまた来るがいい。	{立绘1818}「战斗之道无止境\n---\n每次精进\n都能看到以前\n看不到的东西\n---\n打出{色02}12000{/色}\n以上的一击后\n---\n再来吧
sys2_225	SYSTEM/CAMP.EMI	139	0	1718183c6884728612df7d8a0180717f86728424025e7177123112aaa220676d618a0112806f6686955f5f23026212bb728420818786779c9f23	{立绘1818}「さらなる高みを\nもとめるなら、\n---\nあとは自分で{码20}こたえを\n見つけるがいい。\n---\nお前なら{码20}やれるはずだ。	{立绘1818}「若想追求\n更高的境界\n---\n剩下的就自己去\n寻找答案吧\n---\n你能做到的
sys2_226	SYSTEM/CAMP.EMI	141	0	1719193c12da777c9f7c9f0112e0a5646c60a26a633f02129465728612aa9f660112de77649c6f64816a657286677180015e857c6a23027c6d5f6fa280016d9c75706470659f685f23	{立绘1919}「旅はまだまだ\n長びきそうですか？\n---\n強くなる分だけ\n人はきずつきやすくなることも\nあります。\n---\nまたいつでも\nたずねてきてください。	{立绘1919}「旅途还要\n继续吗？\n---\n越强大\n越容易受伤\n也是常有的\n---\n随时\n欢迎再来
sys2_227	SYSTEM/CAMP.EMI	142	0	1719193c12da777c9f7c9f0112e0a5646c60a26a633f02129465728612aa9f660112de77649c6f64816a657286677180015e857c6a23027c6d5f6fa280016d9c75706470659f685f23	{立绘1919}「旅はまだまだ\n長びきそうですか？\n---\n強くなる分だけ\n人はきずつきやすくなることも\nあります。\n---\nまたいつでも\nたずねてきてください。	{立绘1919}「旅途还要\n继续吗？\n---\n越强大\n越容易受伤\n也是常有的\n---\n随时\n欢迎再来
sys2_228	SYSTEM/CAMP.EMI	143	0	1719193c12da777c9f7c9f0112e0a5646c60a26a633f02129465728612aa9f660112de77649c6f64816a657286677180015e857c6a23027c6d5f6fa280016d9c75706470659f685f23	{立绘1919}「旅はまだまだ\n長びきそうですか？\n---\n強くなる分だけ\n人はきずつきやすくなることも\nあります。\n---\nまたいつでも\nたずねてきてください。	{立绘1919}「旅途还要\n继续吗？\n---\n越强大\n越容易受伤\n也是常有的\n---\n随时\n欢迎再来
sys2_229	SYSTEM/CAMP.EMI	144	0	1719193c12da777c9f7c9f0112e0a5646c60a26a633f02129465728612aa9f660112de77649c6f64816a657286677180015e857c6a23027c6d5f6fa280016d9c75706470659f685f23	{立绘1919}「旅はまだまだ\n長びきそうですか？\n---\n強くなる分だけ\n人はきずつきやすくなることも\nあります。\n---\nまたいつでも\nたずねてきてください。	{立绘1919}「旅途还要\n继续吗？\n---\n越强大\n越容易受伤\n也是常有的\n---\n随时\n欢迎再来
sys2_230	SYSTEM/CAMP.EMI	145	0	1719193c896d697612c791705f86124c696477017d8b7213556170697c5f7c696d23025e7173a26486677177015e6d6d6365017e636186677165845fa26a23026da5736f63876d84015f6fa280626769659f685f23	{立绘1919}「わたしの持っている知しきは\nみんな教えてしまいました。\n---\nあとにできることは\nあたたかく\nむかえることくらいです。\n---\nたびにつかれたら\nいつでもおこしください。	{立绘1919}「我的知识\n全部教给你们了\n---\n剩下的只有\n温暖地\n迎接你们了\n---\n旅途累了\n随时过来吧
sys2_231	SYSTEM/CAMP.EMI	147	0	171a1a3c5b12ad612101b2c1b77712ad606771a2767d017d9563878623027e888bb2dbc2809f23027173636512ad12ae120612c895010502333030068a67616d8401133276132f8a689c66836023	{立绘1A1A}「‥戦え！\nオトコは戦うことでのみ\nみがかれる。\n---\nむろんオンナもだ。\n---\nとにかく戦闘回数が\n{色02}300{/色}をこえたら\n次の技をさずけよう。	{立绘1A1A}「‥战斗！\n男人只有在战斗中\n才能被磨炼\n---\n女人也一样\n---\n总之战斗次数\n超过{色02}300{/色}后\n就传授下一个招式
sys2_232	SYSTEM/CAMP.EMI	148	0	171a1a3c5b12ad612101b2c1b77712ad606771a2767d017d9563878623027e888bb2dbc2809f23027173636512ad12ae120612c895010502343030068a67616d8401133276132f8a689c66836023	{立绘1A1A}「‥戦え！\nオトコは戦うことでのみ\nみがかれる。\n---\nむろんオンナもだ。\n---\nとにかく戦闘回数が\n{色02}400{/色}をこえたら\n次の技をさずけよう。	{立绘1A1A}「‥战斗！\n男人只有在战斗中\n才能被磨炼\n---\n女人也一样\n---\n总之战斗次数\n超过{色02}400{/色}后\n就传授下一个招式
sys2_233	SYSTEM/CAMP.EMI	149	0	171a1a3c5b12ad612101b2c1b77712ad606771a2767d017d9563878623027e888bb2dbc2809f23027173636512ad12ae120612c895010502353030068a67616d8401133276132f8a689c66836023	{立绘1A1A}「‥戦え！\nオトコは戦うことでのみ\nみがかれる。\n---\nむろんオンナもだ。\n---\nとにかく戦闘回数が\n{色02}500{/色}をこえたら\n次の技をさずけよう。	{立绘1A1A}「‥战斗！\n男人只有在战斗中\n才能被磨炼\n---\n女人也一样\n---\n总之战斗次数\n超过{色02}500{/色}后\n就传授下一个招式
sys2_234	SYSTEM/CAMP.EMI	150	0	171a1a3c5b12ad612101b2c1b77712ad606771a2767d017d9563878623027e888bb2dbc2809f23027173636512ad12ae120612c895010502363030068a67616d8401133276132f8a689c66836023	{立绘1A1A}「‥戦え！\nオトコは戦うことでのみ\nみがかれる。\n---\nむろんオンナもだ。\n---\nとにかく戦闘回数が\n{色02}600{/色}をこえたら\n次の技をさずけよう。	{立绘1A1A}「‥战斗！\n男人只有在战斗中\n才能被磨炼\n---\n女人也一样\n---\n总之战斗次数\n超过{色02}600{/色}后\n就传授下一个招式
sys2_235	SYSTEM/CAMP.EMI	151	0	171a1a3c627c616d6e2402b2d776132f8a12a9131c62a8617001697c916da277725f6321020b5b7c5e5f5f2301b2d77613556112649501836a966d769f88602302638b69928a896a877483607323	{立绘1A1A}「おまえたち、\n---\nオレの技を全部おぼえて\nしまったではないか！\n---\n{码0B}‥まあいい。\nオレの教え放が\nよすぎたのだろう。\n---\nかんしゃをわすれぬように。	{立绘1A1A}「你们…\n---\n竟然已经把老夫的招式\n全都学去了\n---\n{码0B}…算了\n大概是老夫教导得\n太好了吧\n---\n别忘了感恩
sys2_236	SYSTEM/CAMP.EMI	153	0	171b1b3c7f9c84695f62128201a38ba38b12c79170647081230205020923050612c91268760180769512ce7312bd916d8424027c6d12cd6301135561705e987c6a8923	{立绘1B1B}「めずらしいお宝\nどんどん持ってきてや。\n---\n{色02}{道具2305}{/色}以上の\nものが手に入ったら、\n---\nまた何か\n教えてあげますわ。	{立绘1B1B}「稀有宝物\n尽管拿来吧\n---\n得到{色02}{道具2305}{/色}\n以上的东西后\n---\n再教你\n些什么
sys2_237	SYSTEM/CAMP.EMI	154	0	171b1b3c7f9c84695f62128201a38ba38b12c79170647081230205020925050612c91268760180769512ce7312bd916d8424027c6d12cd6301135561705e987c6a8923	{立绘1B1B}「めずらしいお宝\nどんどん持ってきてや。\n---\n{色02}{道具2505}{/色}以上の\nものが手に入ったら、\n---\nまた何か\n教えてあげますわ。	{立绘1B1B}「稀有宝物\n尽管拿来吧\n---\n得到{色02}{道具2505}{/色}\n以上的东西后\n---\n再教你\n些什么
sys2_238	SYSTEM/CAMP.EMI	155	0	171b1b3c7f9c84695f62128201a38ba38b12c791706470812302050209270506950112ce7312bd916d8424027c6d12cd6301135561705e987c6a8923	{立绘1B1B}「めずらしいお宝\nどんどん持ってきてや。\n---\n{色02}{道具2705}{/色}が\n手に入ったら、\n---\nまた何か\n教えてあげますわ。	{立绘1B1B}「稀有宝物\n尽管拿来吧\n---\n{色02}{道具2705}{/色}\n到手之后\n---\n再教你\n些什么
sys2_239	SYSTEM/CAMP.EMI	157	0	171b1b3c050309960406a201d9af7780602412c3129387a26a8923	{立绘1B1B}「{色03}{道具9604}{/色}で\nワイはもう、品切れですわ。	{立绘1B1B}「{色03}{道具9604}{/色}\n已经断货了
sys2_240	SYSTEM/CAMP.EMI	159	0	b5d8b5766d73	クロクのたに	克罗克谷
sys2_241	SYSTEM/CAMP.EMI	160	0	b0afdbf2ddae	ウインディア	温迪亚
sys2_242	SYSTEM/CAMP.EMI	161	0	b9e35db5	シュ-ク	舒克
sys2_243	SYSTEM/CAMP.EMI	162	0	bedfb5	チェク	切克
sys2_244	SYSTEM/CAMP.EMI	163	0	134b12ec134c134d76779b	黄金平野のはじ	黄金平野边缘
sys2_245	SYSTEM/CAMP.EMI	164	0	d5fb	リプ	里普
sys2_246	SYSTEM/CAMP.EMI	165	0	71609e6576aeebc1	とうぞくのアジト	盗贼据点
sys2_247	SYSTEM/CAMP.EMI	166	0	c95dd7db761346	フ-レンの里	弗伦的故里
sys2_248	SYSTEM/CAMP.EMI	167	0	134512d812d1	山小屋	山间小屋
sys2_249	SYSTEM/CAMP.EMI	168	0	bbc5babd	セネスタ	塞内斯塔
sys2_250	SYSTEM/CAMP.EMI	169	0	b8d6f2dddb	サルディン	萨尔丁
sys2_251	SYSTEM/CAMP.EMI	170	0	bbc5babd	セネスタ	塞内斯塔
sys2_252	SYSTEM/CAMP.EMI	171	0	686495663a12e78385801295652412cc1287a26486	さきがけ：敵よりも早く、行動できる	先手：比敌人更早行动
sys2_253	SYSTEM/CAMP.EMI	172	0	768ba5853a12508a77726a715b	のんびり：目をはなすと‥	悠闲：一不留神…
sys2_254	SYSTEM/CAMP.EMI	173	0	625f606e3ab7dbf812f42412f391705f8612e773c1f3cf8a686a	おいうち：コンボ時、弱っている敵にトドメをさす	追击：连击时对虚弱的敌人给予致命一击
sys2_255	SYSTEM/CAMP.EMI	174	0	638b686f3a1256121f8a128012938628d45dc3dbe712dd555029	かんさつ：攻撃を見切る（ラ-ニング率UP）	观察：看破攻击（学习率提升）
sys2_256	SYSTEM/CAMP.EMI	175	0	72647e693a12ea121f95a26d843c1245121d3e737286	なきむし：反撃がでたら「必殺」になる	爱哭：受到反击后变为「必杀」
sys2_257	SYSTEM/CAMP.EMI	176	0	668b81653aaeafc0ce953caebdd56f643e737286	けんやく：アイテムが「アタリつき」になる	节俭：道具变为「附带奖励」
sys2_258	SYSTEM/CAMP.EMI	177	0	5f6d9f643a12806d677195725faeafc0ce8a125812ce73746a7e	いただき：見たことがないアイテムを勝手にぬすむ	掠取：自动偷取未见过的道具
sys2_259	SYSTEM/CAMP.EMI	178	0	12a9124d3a128d87a41201645f95248181123c120012dd95689586	全力：当れば大きいが、やや命中率がさがる	全力：命中后威力大，但命中率略降
sys2_260	SYSTEM/CAMP.EMI	179	0	698b958b3a313030126631303012003f	しんがん：100発100中？	心眼：百发百中？
sys2_261	SYSTEM/CAMP.EMI	180	0	63a4603a788b12e876132113037a761256121f8a123112aa9513046686	かばう：ひん死の仲間への攻撃を自分が受ける	掩护：替濒死队友承受攻击
sys2_262	SYSTEM/CAMP.EMI	181	0	e5e1bf213a132265708024132312d5a212336e12689586	ガッツ！：痛くても、根性で立ち上がる	毅力！：受伤也能凭毅力站起来
sys2_263	SYSTEM/CAMP.EMI	182	0	8365a4853a12ad12aea280846186edc35d95796186	よくばり：戦闘でもらえるゼニ-がふえる	贪婪：战斗获得的泽尼增加
sys2_264	SYSTEM/CAMP.EMI	183	0	2005014652454506	{码20}{色01}FREE{/色}	 {色01}空闲{/色}
sys2_265	SYSTEM/CAMP.EMI	184	0	d4b0d6c9	ラウルフ	拉尔夫
sys2_266	SYSTEM/CAMP.EMI	185	0	d0d0	モモ	莫莫
sys2_267	SYSTEM/CAMP.EMI	186	0	b5d4dbb5	クランク	克兰克
sys2_268	SYSTEM/CAMP.EMI	187	0	bedfb57612e01356	チェクの長老	切克长老
sys2_269	SYSTEM/CAMP.EMI	188	0	133e12efdbebe4d0	妖精ンジョモ	妖精恩乔莫
sys2_270	SYSTEM/CAMP.EMI	189	0	e6e4b9d6	ギョシル	吉西尔
sys2_271	SYSTEM/CAMP.EMI	190	0	bac1d6	ストル	斯特尔
sys2_272	SYSTEM/CAMP.EMI	191	0	b0c2	ウナ	云娜
sys2_273	SYSTEM/CAMP.EMI	192	0	f4f4f2d6	ババデル	巴巴德尔
sys2_274	SYSTEM/CAMP.EMI	193	0	d5bd	リタ	丽塔
sys2_275	SYSTEM/CAMP.EMI	194	0	b35ddb	カ-ン	卡恩
sys2_276	SYSTEM/CAMP.EMI	195	0	cc5dd8e1b5	マ-ロック	马洛克
sys2_277	SYSTEM/CAMP.EMI	196	0	68649566	さきがけ	先手
sys2_278	SYSTEM/CAMP.EMI	197	0	768ba585	のんびり	悠闲
sys2_279	SYSTEM/CAMP.EMI	198	0	625f606e	おいうち	追击
sys2_280	SYSTEM/CAMP.EMI	199	0	638b686f	かんさつ	观察
sys2_281	SYSTEM/CAMP.EMI	200	0	72647e69	なきむし	爱哭
sys2_282	SYSTEM/CAMP.EMI	201	0	668b8165	けんやく	节俭
sys2_283	SYSTEM/CAMP.EMI	202	0	5f6d9f64	いただき	掠取
sys2_284	SYSTEM/CAMP.EMI	203	0	12a9124d	全力	全力
sys2_285	SYSTEM/CAMP.EMI	204	0	698b958b	しんがん	心眼
sys2_286	SYSTEM/CAMP.EMI	205	0	63a460	かばう	掩护
sys2_287	SYSTEM/CAMP.EMI	206	0	e5e1bf21	ガッツ！	毅力！
sys2_288	SYSTEM/CAMP.EMI	207	0	8365a485	よくばり	贪婪
sys2_289	SYSTEM/CAMP.EMI	208	0	6f7e9b122a	つむじ風	旋风
sys2_290	SYSTEM/CAMP.EMI	209	0	6212336e9f5f	お立ちだい	站台
sys2_291	SYSTEM/CAMP.EMI	210	0	ccebe1b5f85dd6	マジックボ-ル	魔法球
sys2_292	SYSTEM/CAMP.EMI	211	0	7b7e84a46984	ほむらばしら	焰柱
sys2_293	SYSTEM/CAMP.EMI	212	0	bafbd75d	スプレ-	喷雾
sys2_294	SYSTEM/CAMP.EMI	213	0	12287e6985	草むしり	除草
sys2_295	SYSTEM/CAMP.EMI	214	0	b2d4b5d6	オラクル	神谕
sys2_296	SYSTEM/CAMP.EMI	215	0	638473678086	からにこもる	缩壳
sys2_297	SYSTEM/CAMP.EMI	216	0	cfe5cbdb	メガホン	扩音器
sys2_298	SYSTEM/CAMP.EMI	217	0	656064121f6e	くうき撃ち	空气击
sys2_299	SYSTEM/CAMP.EMI	218	0	6b8b9685	せんぎり	千斩
sys2_300	SYSTEM/CAMP.EMI	219	0	121c121d	滅殺	灭杀
sys2_301	SYSTEM/CAMP.EMI	220	0	122212236d7f	魔法ため	蓄魔
sys2_302	SYSTEM/CAMP.EMI	221	0	12251226	結界	结界
sys2_303	SYSTEM/CAMP.EMI	222	0	bbf6dbbabbdbba	セブンスセンス	第七感
sys2_304	SYSTEM/CAMP.EMI	223	0	12705f7c6b8b	使いません	不使用
sys2_305	SYSTEM/CAMP.EMI	224	0	a4659864	ばくげき	爆击
sys2_306	SYSTEM/CAMP.EMI	225	0	7d8b72988b64	みんなげんき	全员活力
sys2_307	SYSTEM/CAMP.EMI	226	0	f4c1d6bcdbe7	バトルソング	战之歌
sys2_308	SYSTEM/CAMP.EMI	227	0	efdbbaccb3f6d6	ダンスマカブル	死亡之舞
sys2_309	SYSTEM/CAMP.EMI	228	0	12377682a589	水のゆびわ	水之戒指
sys2_310	SYSTEM/CAMP.EMI	229	0	6d657d766862	たくみのさお	巧手钓竿
sys2_311	SYSTEM/CAMP.EMI	230	0	64897f766862	きわめのさお	极意钓竿
sys2_312	SYSTEM/CAMP.EMI	231	0	12705f7c6b8b	使いません	不使用
sys2_313	SYSTEM/CAMP.EMI	232	0	746a7e	ぬすむ	偷窃
sys2_314	SYSTEM/CAMP.EMI	233	0	beb4dbaebde1b5	チキンアタック	胆怯攻击
sys2_315	SYSTEM/CAMP.EMI	234	0	12705f7c6b8b	使いません	不使用
sys2_316	SYSTEM/CAMP.EMI	235	0	12705f7c6b8b	使いません	不使用
sys2_317	SYSTEM/CAMP.EMI	236	0	a68ba385	ぶんどり	抢夺
sys2_318	SYSTEM/CAMP.EMI	237	0	ba5df95db7dbf8	ス-パ-コンボ	超级连击
sys2_319	SYSTEM/CAMP.EMI	238	0	5ea48786	あばれる	暴走
sys2_320	SYSTEM/CAMP.EMI	239	0	12705f7c6b8b	使いません	不使用
sys2_321	SYSTEM/CAMP.EMI	240	0	7d75606e	みねうち	刀背打
sys2_322	SYSTEM/CAMP.EMI	241	0	b3b0dbbd5d	カウンタ-	反击
sys2_323	SYSTEM/CAMP.EMI	242	0	b9e2f3b0b0e05db5	シャドウウォ-ク	暗影步
sys2_324	SYSTEM/CAMP.EMI	243	0	b3b5e9	カクゴ	觉悟
sys2_325	SYSTEM/CAMP.EMI	244	0	625f7685	おいのり	祈祷
sys2_326	SYSTEM/CAMP.EMI	245	0	1216121f	神撃	神击
sys2_327	SYSTEM/CAMP.EMI	246	0	1201120f1210	大防御	大防御
sys2_328	SYSTEM/CAMP.EMI	247	0	f7c5f2ddb5b9e4db	ベネディクション	祝福
sys2_329	SYSTEM/CAMP.EMI	248	0	122012216d7f	気合ため	蓄气
sys2_330	SYSTEM/CAMP.EMI	249	0	626d66a5	おたけび	怒吼
sys2_331	SYSTEM/CAMP.EMI	250	0	126712291219	散烈拳	散烈拳
sys2_332	SYSTEM/CAMP.EMI	251	0	85647e	りきむ	发力
sys2_333	SYSTEM/CAMP.EMI	252	0	627c9b725f	おまじない	护身符
sys2_334	SYSTEM/CAMP.EMI	253	0	7871859b7f	ひとりじめ	独占
sys2_335	SYSTEM/CAMP.EMI	254	0	d65dd7e1c1	ル-レット	轮盘
sys2_336	SYSTEM/CAMP.EMI	255	0	12705f7c6b8b	使いません	不使用
sys2_337	SYSTEM/COMMU09B.EMI	1	0	0c8a14820c82775f015f5f61	{框8A}{码14820C82}はい\nいいえ	{框8A}{码14820C82}是\n否
sys2_338	SYSTEM/COMMU09B.EMI	2	0	0c8814820c82775f015f5f61	{框88}{码14820C82}はい\nいいえ	{框88}{码14820C82}是\n否
sys2_339	SYSTEM/COMMU09B.EMI	3	0	cfd0d55db35df37620bedfe1b51200a26a	メモリ-カ-ドの{码20}チェック中です	记忆卡检查中
sys2_340	SYSTEM/COMMU09B.EMI	4	0	c9dcafd67620bedfe1b51200a26a	ファイルの{码20}チェック中です	文件检查中
sys2_341	SYSTEM/COMMU09B.EMI	5	0	cfd0d55db35df395205e857c6b8b	メモリ-カ-ドが{码20}ありません	未找到记忆卡
sys2_342	SYSTEM/COMMU09B.EMI	6	0	6991a95f697c696d20818572626970659f685f	しっぱいしました{码20}やりなおしてください	操作失败，请重试
sys2_343	SYSTEM/COMMU09B.EMI	7	0	bedfe1b573206991a95f697c696d	チェックに{码20}しっぱいしました	检查失败
sys2_344	SYSTEM/COMMU09B.EMI	8	0	cfd0d55db35df395201273129b129c6887705f7c6b8b	メモリ-カ-ドが{码20}初期化されていません	记忆卡尚未格式化
sys2_345	SYSTEM/COMMU09B.EMI	9	0	cfd0d55db35df395201273129b129c6887705f7c6b8b01cfd0d55db35df38a201273129b129c697c6a63	メモリ-カ-ドが{码20}初期化されていません\nメモリ-カ-ドを{码20}初期化しますか	记忆卡尚未格式化\n要格式化记忆卡吗
sys2_346	SYSTEM/COMMU09B.EMI	10	0	128c128d73201273129b129c69708388695fa26a63	本当に{码20}初期化してよろしいですか	确定要格式化吗
sys2_347	SYSTEM/COMMU09B.EMI	11	0	1273129b129c12005b20cfd0d55db35df38a132b63725fa2659f685f	初期化中‥{码20}メモリ-カ-ドを抜かないでください	格式化中…请勿取出记忆卡
sys2_348	SYSTEM/COMMU09B.EMI	12	0	1273129b129c9512b889857c696d	初期化が終わりました	格式化完成
sys2_349	SYSTEM/COMMU09B.EMI	13	0	1273129b129c73206991a95f697c696d	初期化に{码20}しっぱいしました	格式化失败
sys2_350	SYSTEM/COMMU09B.EMI	14	0	0c8714810c82775f015f5f61	{框87}{码14810C82}はい\nいいえ	{框87}{码14810C82}是\n否
sys2_351	SYSTEM/COMMU09B.EMI	15	0	204e4f2044415441	{码20}NO{码20}DATA	 无存档数据
sys2_352	SYSTEM/COMMU09B.EMI	16	0	555345442044415441	USED{码20}DATA	已用数据
sys2_353	SYSTEM/COMMU09B.EMI	17	0	5b434845434b494e47	‥CHECKING	…检查中
sys2_354	SYSTEM/COMMU09B.EMI	18	0	4c4f4144	LOAD	读取
sys2_355	SYSTEM/COMMU09B.EMI	19	0	a36e8476cfd0d55db35df3638420d85df3697c6a63	どちらのメモリ-カ-ドから{码20}ロ-ドしますか	从哪边记忆卡读取
sys2_356	SYSTEM/COMMU09B.EMI	20	0	a376c9dcafd68a20d85df3697c6a63	どのファイルを{码20}ロ-ドしますか	读取哪个文件
sys2_357	SYSTEM/COMMU09B.EMI	21	0	d85df36970208388695fa26a63	ロ-ドして{码20}よろしいですか	确定要读取吗
sys2_358	SYSTEM/COMMU09B.EMI	22	0	d85df312005b20cfd0d55db35df38a132b63725fa2659f685f	ロ-ド中‥{码20}メモリ-カ-ドを抜かないでください	读取中…请勿取出记忆卡
sys2_359	SYSTEM/COMMU09B.EMI	23	0	d85df3952012b889857c696d	ロ-ドが{码20}終わりました	读取完成
sys2_360	SYSTEM/COMMU09B.EMI	24	0	c9dcafd68a20b25dfbdba2647c6b8b	ファイルを{码20}オ-プンできません	无法打开文件
sys2_361	SYSTEM/COMMU09B.EMI	25	0	f6d7bab2f6c9dcafae15057620c9dcafd6955e857c6b8b	ブレスオブファイア{符号2 05}の{码20}ファイルがありません	没有龙战士{符号2 05}的存档文件
sys2_362	SYSTEM/COMMU09B.EMI	26	0	c9dcafd69520678987705f7c6a	ファイルが{码20}こわれています	文件已损坏
sys2_363	SYSTEM/COMMU09B.EMI	27	0	d85df373206991a95f697c696d	ロ-ドに{码20}しっぱいしました	读取失败
sys2_364	SYSTEM/COMMU09B.EMI	28	0	c9dcafd695205e857c6b8b	ファイルが{码20}ありません	没有文件
sys2_365	SYSTEM/COMMU09B.EMI	29	0	f6d7bab2f6c9dcafae150576c9dcafd6a2775e857c6b8b	ブレスオブファイア{符号2 05}のファイルではありません	不是龙战士{符号2 05}的文件
sys2_366	SYSTEM/COMMU09B.EMI	30	0	c9dcafd68ad85df3a2647c6b8b	ファイルをロ-ドできません	无法读取文件
sys2_367	SYSTEM/COMMU09B.EMI	32	0	53415645	SAVE	存档
sys2_368	SYSTEM/COMMU09B.EMI	33	0	a36e8476cfd0d55db35df37320bb5df6697c6a63	どちらのメモリ-カ-ドに{码20}セ-ブしますか	存档到哪边记忆卡
sys2_369	SYSTEM/COMMU09B.EMI	34	0	bb5df66a86c9dcafd68a2012858ba212a8685f	セ-ブするファイルを{码20}選んで下さい	请选择存档文件
sys2_370	SYSTEM/COMMU09B.EMI	35	0	bb5df66970208388695fa26a63	セ-ブして{码20}よろしいですか	确定要存档吗
sys2_371	SYSTEM/COMMU09B.EMI	36	0	bb5df612005b20cfd0d55db35df38a132b63725fa2659f685f	セ-ブ中‥{码20}メモリ-カ-ドを抜かないでください	存档中…请勿取出记忆卡
sys2_372	SYSTEM/COMMU09B.EMI	37	0	bb5df69512b889857c696d	セ-ブが終わりました	存档完成
sys2_373	SYSTEM/COMMU09B.EMI	38	0	bb5df6c9dcafd695132c69651315124368877c6b8ba2696d	セ-ブファイルが正しく作成されませんでした	存档文件未能正确创建
sys2_374	SYSTEM/COMMU09B.EMI	39	0	cfd0d55db35df37320125364955e857c6b8b	メモリ-カ-ドに{码20}空きがありません	记忆卡空间不足
sys2_375	SYSTEM/COMMU09B.EMI	40	0	bb5df673772031f6d8e1b5124512bfa26a	セ-ブには{码20}1ブロック必要です	存档需要1个区块
sys2_376	SYSTEM/COMMU09B.EMI	41	0	c9dcafd60701732012c2695fc9dcafd68a13151243697c6a63	ファイル{占位01}に{码20}新しいファイルを作成しますか	文件{占位01}是否新建存档文件？
sys2_377	SYSTEM/COMMU09B.EMI	42	0	c9dcafd6070173201268132d6469708388695fa26a63	ファイル{占位01}に{码20}上書きしてよろしいですか	文件{占位01}是否覆盖存档？
sys2_378	SYSTEM/COMMU09B.EMI	43	0	6776c9dcafd673201268132d646a86128377a2647c6b8b	このファイルに{码20}上書きする事はできません	此文件无法覆盖
sys2_379	SYSTEM/COMMU09B.EMI	44	0	44415441204552524f52	DATA{码20}ERROR	数据错误
sys2_380	SYSTEM/COMMU09B.EMI	47	0	12641290b45d126812a83acfd0d55db35df38a128512ba01050a1500063a1288127c01050a1501063abb5df62fd85df38a817f86	放向キ-上下：メモリ-カ-ドを選択\n{色0A}{符号2 00}{/色}：決定\n{色0A}×{/色}：セ-ブ/ロ-ドをやめる	方向键上下：选择记忆卡\n{色0A}{符号2 00}{/色}：确定\n{色0A}×{/色}：取消存档/读取
sys2_381	SYSTEM/COMMU09B.EMI	48	0	12641290b45d203ab35dbcd67612861287014c31404c323a0112f41303120e1201638412d876f25dbd73b35dbcd6128612870252314052323a0112f41303120e12d86384120176f25dbd73b35dbcd61286128702050a150006203a1288127c01050a150106203acfd0d55db35df3128512ba12a112a273128f86	放向キ-{码20}：カ-ソルの移動\nL1·L2：\n時間最大から小のデ-タにカ-ソル移動\n---\nR1·R2：\n時間最小から大のデ-タにカ-ソル移動\n---\n{色0A}{符号2 00}{/色}{码20}：決定\n{色0A}×{/色}{码20}：メモリ-カ-ド選択画面に戻る	方向键：移动光标\nL1·L2：\n跳到最新存档\n---\nR1·R2：\n跳到最旧存档\n---\n{色0A}{符号2 00}{/色}：确定\n{色0A}×{/色}：返回记忆卡选择
sys2_382	SYSTEM/COMMU09B.EMI	50	0	cfd0d55db35df3135713581359317301cfd0d55db35df3955e857c6b8b02bb5df69512cc6186836001cfd0d55db35df376011270127d8a626a6a7f697c6a	メモリ-カ-ド差込口1に\nメモリ-カ-ドがありません\n---\nセ-ブが行えるよう\nメモリ-カ-ドの\n使用をおすすめします	记忆卡插槽1中\n未找到记忆卡\n---\n请准备记忆卡\n以便\n进行存档
sys2_383	SYSTEM/COMMU09B.EMI	51	0	cfd0d55db35df3135713581359317601cfd0d55db35df37320125364f6d8e1b595015e857c6b8b02bb5df69512cc618683602031f6d8e1b512c912687601125364955e8620cfd0d55db35df3761270127d8a01626a6a7f697c6a	メモリ-カ-ド差込口1の\nメモリ-カ-ドに{码20}空きブロックが\nありません\n---\nセ-ブが行えるよう{码20}1ブロック以上の\n空きがある{码20}メモリ-カ-ドの使用を\nおすすめします	记忆卡插槽1的\n记忆卡没有\n空闲区块\n---\n请确保有1个以上\n空闲区块的记忆卡\n以便进行存档
sys2_384	SYSTEM/COMMU09B.EMI	52	0	cfd0d55db35df3135713581359317601cfd0d55db35df376c9dcafd69501678987705f7c6a0267767c7ca27720e85dce120073bb5df68a0112cc60128395a2647c6b8b02bb5df69512cc618683602031f6d8e1b512c912687601125364955e8620cfd0d55db35df3761270127d8a01626a6a7f697c6a	メモリ-カ-ド差込口1の\nメモリ-カ-ドのファイルが\nこわれています\n---\nこのままでは{码20}ゲ-ム中にセ-ブを\n行う事ができません\n---\nセ-ブが行えるよう{码20}1ブロック以上の\n空きがある{码20}メモリ-カ-ドの使用を\nおすすめします	记忆卡插槽1的\n记忆卡文件\n已损坏\n---\n这样将无法\n在游戏中存档\n---\n请确保有1个以上\n空闲区块的记忆卡\n以便进行存档
sys2_385	SYSTEM/COMMU09B.EMI	53	0	20204552524f52	{码20}{码20}ERROR	  错误
sys2_386	SYSTEM/COMMU09B.EMI	54	0	0c8914810c82775f015f5f61	{框89}{码14810C82}はい\nいいえ	{框89}{码14810C82}是\n否
sys2_387	SYSTEM/COMMU09B.EMI	56	0	3120649a69	1{码20}きざし	1 征兆
